,COEFF,QUARTER,REFYEAR,REFWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
565,0.5177024027,_A,2004,14,DK,3.0,1,9,1.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,5.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,23.0,,,9.0,9.0,9,9,9.0,9.0
573,0.0819840986,_A,2004,26,DK,3.0,1,9,3.0,2,6,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,5.0,3.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
597,0.0793062338,_A,2004,24,DK,0.0,1,9,3.0,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,5.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
607,0.4434039359,_A,2004,14,DK,0.0,1,9,1.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,12.0,1.0,2.0,5.0,20.0,20.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,3.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,16.0,,,9.0,9.0,9,9,9.0,9.0
616,0.4738501165,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,1989.0,99.0,1.0,1.0,9.0,37.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,180.0,,,9.0,9.0,9,9,9.0,9.0
635,0.4276130176,_A,2004,19,DK,0.0,1,9,2.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,11.0,2.0,1.0,9.0,25.0,25.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,6.0,,,9.0,9.0,9,9,9.0,9.0
662,0.0721847758,_A,2004,15,DK,0.0,1,9,3.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,1.0,1.0,1.0,9.0,37.0,22.0,,,11.0,1.0,40.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,8.0,1.0,9.0,1.0,H,15.0,,,9.0,9.0,9,9,9.0,9.0
710,0.5897010519,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,1.0,1.0,2.0,5.0,37.0,27.0,,,12.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,1.0,9.0,1.0,H,28.0,,,9.0,9.0,9,9,9.0,9.0
714,0.3909503163,_A,2004,26,DK,0.0,1,9,3.0,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,2.0,1.0,9.0,29.0,29.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,1,0,0,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,36.0,,,9.0,9.0,9,9,9.0,9.0
724,0.085520356,_A,2004,20,DK,3.0,1,9,2.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,5.0,2.0,2.0,4.0,24.0,24.0,,,97.0,1.0,35.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,0.0,,,9.0,9.0,9,9,9.0,9.0
725,0.5514014929,_A,2004,15,DK,3.0,1,9,1.0,2,4,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1998.0,99,5.0,4,2.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,3.0,1.0,H,999.0,8.0,9.0,9.0,,9,9,9.0,
731,0.094068416,_A,2004,18,DK,3.0,1,9,1.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,3.0,1.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,3.0,9.0,9.0,,9,9,9.0,
735,0.5249413786,_A,2004,19,DK,3.0,1,9,2.0,2,5,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,1971.0,99.0,2.0,9.0,9.0,15.0,15.0,99.0,99.0,97.0,1.0,32.0,1.0,2.0,5.0,10.0,9.0,9999.0,99,9.0,9,,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,396.0,,,,9.0,9,9,,9.0
766,0.1274196756,_A,2004,22,DK,3.0,1,9,3.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,1969.0,99.0,2.0,2.0,1.0,21.0,21.0,,,97.0,1.0,21.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,420.0,,,9.0,9.0,9,9,9.0,9.0
768,0.1054294171,_A,2004,15,DK,3.0,1,9,3.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,11.0,2.0,1.0,9.0,15.0,10.0,,,12.0,1.0,32.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,5.0,,,9.0,9.0,9,9,9.0,9.0
771,0.0849231662,_A,2004,19,DK,0.0,1,9,3.0,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,1,5.0,4,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
775,0.3704994192,_A,2004,16,DK,0.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1998.0,99.0,2.0,1.0,9.0,25.0,20.0,,,12.0,1.0,25.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,5.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,72.0,,,9.0,9.0,9,9,9.0,9.0
790,0.0876925479,_A,2004,14,DK,3.0,1,9,3.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,3,5.0,4,2.0,3.0,1,0,0,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,7.0,9.0,9.0,,9,9,9.0,
831,0.1914373215,_A,2004,18,DK,3.0,1,9,2.0,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,4.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,L,0.0,,,9.0,9.0,9,9,9.0,9.0
841,0.0408373118,_A,2004,19,DK,0.0,1,9,1.0,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,3.0,2.0,2.0,4.0,29.0,20.0,,,12.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,2.0,,,9.0,9.0,9,9,9.0,9.0
844,0.3721430205,_A,2004,14,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,5,5.0,9,000-OWN COUNTRY,1996.0,99.0,1.0,1.0,9.0,39.0,0.0,,,99.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.0,2,2.0,9.0,1.0,8.0,1.0,9.0,1.0,H,96.0,,,9.0,9.0,9,9,9.0,9.0
845,0.5108838495,_A,2004,21,DK,0.0,1,9,2.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2002.0,3.0,1.0,1.0,9.0,42.0,28.0,,,11.0,,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,1.0,6.0,1.0,9.0,1.0,H,26.0,,,9.0,9.0,9,9,9.0,9.0
849,0.7937830179,_A,2004,17,DK,0.0,1,9,1.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,0.0,9,000-OWN COUNTRY,2003.0,12.0,1.0,9.0,9.0,30.0,30.0,99.0,99.0,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,4.0,,,9.0,9.0,9,9,9.0,9.0
854,0.8005168502,_A,2004,24,DK,3.0,1,9,1.0,2,6,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2001.0,99,5.0,4,3.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
862,0.3964689985,_A,2004,14,DK,0.0,1,9,3.0,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,4.0,2.0,1.0,9.0,27.0,31.0,,,1.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,12.0,,,9.0,9.0,9,9,9.0,9.0
866,0.0867514318,_A,2004,15,DK,3.0,1,9,1.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,1,0,9.0,1,2.0,9.0,1.0,24.0,2.0,2.0,1.0,L,999.0,4.0,9.0,9.0,,9,9,9.0,
870,0.0957185061,_A,2004,20,DK,0.0,1,9,2.0,2,5,2004,1,2,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,5.0,9.0,9.0,,9,9,9.0,
871,0.1264089326,_A,2004,20,DK,0.0,1,9,2.0,2,5,2004,1,1,20.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,5,5.0,4,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,3.0,9.0,0.0,M,999.0,5.0,9.0,9.0,,9,9,9.0,
898,0.5352207482,_A,2004,23,DK,0.0,1,9,2.0,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,0.0,9999.0,99,9.0,4,5.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,9.0,1.0,L,999.0,,9.0,9.0,9.0,9,9,9.0,9.0
923,0.0948966645,_A,2004,25,DK,0.0,1,9,3.0,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1998.0,99,5.0,4,3.0,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,8.0,9.0,9.0,,9,9,9.0,
924,0.0623574587,_A,2004,17,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,4,5.0,4,2.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,3.0,9.0,1.0,H,999.0,5.0,9.0,9.0,,9,9,9.0,
926,0.1270901707,_A,2004,15,DK,3.0,1,9,3.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,4,5.0,9,000-OWN COUNTRY,2003.0,10.0,1.0,1.0,9.0,45.0,0.0,,,99.0,,60.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,6.0,,,9.0,9.0,9,9,9.0,9.0
929,0.0754678808,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,4,5.0,4,2.0,1.0,1,0,1,1,1,1,0,1,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,H,999.0,2.0,9.0,9.0,,9,9,9.0,
940,0.5883691092,_A,2004,22,DK,3.0,1,9,1.0,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2001.0,99.0,2.0,2.0,7.0,14.0,16.0,,,1.0,1.0,15.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,5.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,2.0,999.0,1.0,9.0,1.0,L,36.0,,,9.0,9.0,9,9,9.0,9.0
957,0.0955474586,_A,2004,20,DK,0.0,1,9,1.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,6,5.0,4,3.0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,1.0,4.0,2.0,2.0,1.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
973,0.0882377975,_A,2004,14,DK,0.0,1,9,2.0,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,3.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
974,0.1262800688,_A,2004,22,DK,0.0,1,9,2.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,10,5.0,4,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,L,999.0,,9.0,9.0,,9,9,9.0,
975,0.146072954,_A,2004,24,DK,0.0,1,9,1.0,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,3.0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,M,999.0,4.0,9.0,9.0,,9,9,9.0,
978,0.486031861,_A,2004,16,DK,0.0,1,9,3.0,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,7,5.0,4,000-OWN COUNTRY,1988.0,99.0,1.0,1.0,9.0,36.0,0.0,,,99.0,1.0,36.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,192.0,,,9.0,9.0,9,9,9.0,9.0
997,0.1217480403,_A,2004,15,DK,0.0,1,9,2.0,2,4,2004,1,1,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,3.0,1.0,1.0,9.0,37.0,37.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,M,13.0,,,9.0,9.0,9,9,9.0,9.0
1002,0.0749752461,_A,2004,16,DK,3.0,1,9,2.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,11.0,005-EU28,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,8.0,1.0,2.0,4.0,37.0,29.0,,,12.0,1.0,30.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,0,0,0,1,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,8.0,,,9.0,9.0,9,9,9.0,9.0
1004,0.077203119,_A,2004,21,DK,0.0,1,9,3.0,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,12,5.0,4,4.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,12.0,2.0,1.0,1.0,M,999.0,3.0,9.0,9.0,,9,9,9.0,
1046,0.0988843207,_A,2004,15,DK,3.0,1,9,1.0,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,1,5.0,4,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,M,999.0,7.0,9.0,9.0,,9,9,9.0,
1048,0.116334346,_A,2004,14,DK,0.0,1,9,1.0,2,4,2004,1,2,32.0,NO ANSWER,,NO ANSWER,1.0,99,5.0,9,000-OWN COUNTRY,2000.0,99.0,2.0,1.0,9.0,9.0,9.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,2.0,9.0,2.0,999.0,1.0,9.0,0.0,H,48.0,,,9.0,9.0,9,9,9.0,9.0
1060,0.208889838,_A,2004,18,DK,3.0,1,9,1.0,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,1998.0,99,5.0,4,3.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,H,999.0,8.0,9.0,9.0,,9,9,9.0,
1097,0.127472933,_A,2004,25,DK,3.0,1,9,2.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003.0,6.0,1.0,2.0,4.0,35.0,35.0,,,97.0,1.0,37.0,1.0,1.0,9.0,99.0,9.0,9999.0,99,9.0,9,3.0,3.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,2,2.0,9.0,1.0,16.0,1.0,9.0,1.0,L,12.0,,,9.0,9.0,9,9,9.0,9.0
1106,0.6067318786,_A,2004,20,DK,0.0,1,9,3.0,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2004.0,4,5.0,4,2.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,1.0,0.0,L,999.0,2.0,9.0,9.0,,9,9,9.0,
1108,0.1661995812,_A,2004,25,DK,0.0,1,9,3.0,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2002.0,6,5.0,4,2.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,3.0,0.0,L,999.0,7.0,9.0,9.0,,9,9,9.0,
1123,0.1577029969,_A,2004,19,DK,0.0,1,9,2.0,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,99.0,9.0,9.0,9.0,99.0,1.0,2003.0,8,5.0,4,2.0,2.0,1,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,2.0,0.0,H,999.0,4.0,9.0,9.0,,9,9,9.0,
