,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
682,0.0826981973,_A,2004,21,22,ES,0.0,1,9,5,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,04,9,9,9.0,
695,0.1922027712,_A,2004,23,24,ES,0.0,1,9,1,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
711,0.157503864,_A,2004,21,22,ES,3.0,1,9,2,2,5,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,4.0,9.0,9.0,,04,9,9,9.0,
715,0.2956606779,_A,2004,20,22,ES,0.0,1,9,2,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,11.0,5.0,4,6.0,2.0,1,1,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,6+,9,9,9.0,
719,0.1803551823,_A,2004,17,18,ES,0.0,1,9,2,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
728,0.4087831148,_A,2004,25,26,ES,3.0,1,9,4,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1993,99.0,9.0,4,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,02,9,9,9.0,9.0
735,0.1604234301,_A,2004,16,17,ES,0.0,1,9,6,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,1,1,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
753,0.2047858195,_A,2004,18,19,ES,3.0,1,9,5,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,1998,99.0,2,1,9.0,15,15,,,97,1.0,40.0,1,2,0.0,3,9,9999,99.0,9.0,9,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,72,,,,9.0,02,9,9,,9.0
764,0.2097579736,_A,2004,25,26,ES,3.0,1,9,1,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,6.0,1.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,05,9,9,9.0,
768,0.3842023335,_A,2004,14,15,ES,3.0,1,9,5,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,5.0,4,2.0,2.0,0,0,1,1,1,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,4.0,9.0,9.0,,6+,9,9,9.0,
770,0.1328944561,_A,2004,22,23,ES,0.0,1,9,5,2,5,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
775,0.0439814841,_A,2004,21,22,ES,3.0,1,9,2,2,5,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,2.0,1,H,999,4.0,9.0,9.0,,04,9,9,9.0,
802,0.2589172544,_A,2004,16,17,ES,0.0,1,9,6,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,3.0,9.0,9.0,,03,9,9,9.0,
806,0.2494199993,_A,2004,19,20,ES,0.0,1,9,5,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,8.0,5.0,4,5.0,3.0,0,0,0,0,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,M,999,4.0,9.0,9.0,,03,9,9,9.0,
812,0.2480172025,_A,2004,16,17,ES,0.0,1,9,5,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,7.0,5.0,4,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,L,999,4.0,9.0,9.0,,05,9,9,9.0,
819,0.1676935304,_A,2004,15,16,ES,0.0,1,9,6,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,3.0,5.0,4,6.0,1.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
824,0.1077639153,_A,2004,16,17,ES,3.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,2.0,0,0,0,0,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
828,0.1410470509,_A,2004,16,17,ES,0.0,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,3.0,0,0,0,0,1,0,0,0,0,1,1.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
848,0.1361609216,_A,2004,14,18,ES,3.0,1,9,2,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,9.0,5.0,4,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,4.0,9.0,9.0,,04,9,9,9.0,
852,0.1529507992,_A,2004,23,24,ES,0.0,1,9,4,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,5.0,2,2,2.0,24,24,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,2.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,H,1,,,9.0,9.0,05,9,9,9.0,9.0
883,0.3023656611,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,6.0,5.0,4,3.0,2.0,0,0,1,1,1,1,0,0,0,1,1.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,M,999,4.0,9.0,9.0,,02,9,9,9.0,
891,0.2105590118,_A,2004,14,15,ES,0.0,1,9,4,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,7,5.0,4,000-OWN COUNTRY,1998,99.0,2,1,9.0,20,0,,,99,1.0,30.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,M,72,,,9.0,9.0,04,9,9,9.0,9.0
896,0.0669944154,_A,2004,24,25,ES,0.0,1,9,6,2,6,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,4.0,1.0,1,1,1,1,1,1,1,0,0,1,,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,M,999,2.0,9.0,9.0,,03,9,9,9.0,
899,0.0582235976,_A,2004,16,18,ES,0.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,5.0,5.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,6.0,9.0,9.0,,03,9,9,9.0,
904,0.1659144668,_A,2004,15,16,ES,0.0,1,9,4,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,1.0,0,0,1,0,0,0,0,0,0,1,1.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
907,0.2238506844,_A,2004,21,22,ES,3.0,1,9,6,2,5,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1986,99.0,9.0,4,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,8.0,9.0,9.0,9.0,05,9,9,9.0,9.0
909,0.1159495749,_A,2004,24,25,ES,3.0,1,9,5,2,6,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,3.0,1.0,0,0,0,1,1,0,0,0,0,0,1.0,0,9.0,1,2,9.0,1.0,,2,1.0,1,H,999,,9.0,9.0,9.0,05,9,9,9.0,9.0
949,0.3196345787,_A,2004,24,25,ES,3.0,1,9,2,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,2.0,1.0,0,0,1,1,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,02,9,9,9.0,
963,0.1530071381,_A,2004,14,22,ES,0.0,1,9,2,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,9.0,2,2,4.0,15,15,,,97,0.0,15.0,1,2,5.0,2,9,9999,99.0,9.0,9,3.0,3.0,0,1,0,1,1,0,0,0,0,0,0.0,0,9.0,9,2,9.0,1.0,,1,9.0,1,H,7,,,,9.0,03,9,9,,9.0
968,0.1205659151,_A,2004,15,16,ES,0.0,1,9,2,2,4,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2003,9.0,1,2,4.0,40,24,,,12,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,7,,,9.0,9.0,03,9,9,9.0,9.0
993,0.2837240007,_A,2004,26,27,ES,0.0,1,9,6,2,6,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2004,5.0,1,2,,40,40,,,97,,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,6.0,3.0,0,0,0,1,1,0,0,0,0,0,0.0,0,9.0,9,2,9.0,2.0,999.0,1,9.0,0,L,1,,,9.0,9.0,02,9,9,9.0,9.0
1035,0.161887736,_A,2004,16,17,ES,0.0,1,9,5,2,4,2004,1,1,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,8.0,5.0,4,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,2,2,9.0,1.0,,3,9.0,1,L,999,4.0,9.0,9.0,,6+,9,9,9.0,
1065,0.1084214658,_A,2004,24,25,ES,0.0,1,9,2,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,6.0,5.0,4,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,L,999,7.0,9.0,9.0,,02,9,9,9.0,
1080,0.1781708147,_A,2004,21,22,ES,0.0,1,9,5,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,11.0,5.0,4,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,6.0,9.0,9.0,,03,9,9,9.0,
1097,0.2228924898,_A,2004,22,23,ES,0.0,1,9,6,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,3.0,1.0,1,0,0,1,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,03,9,9,9.0,
1112,0.4022586067,_A,2004,22,23,ES,3.0,1,9,6,2,5,2004,1,1,47.0,NO ANSWER,,NO ANSWER,2.0,99,5.0,9,000-OWN COUNTRY,1999,99.0,2,2,,10,10,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,1.0,1,0,1,1,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,1,9.0,0,L,60,,,9.0,9.0,6+,9,9,9.0,9.0
1123,0.2028010291,_A,2004,19,20,ES,0.0,1,9,5,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,5.0,9,000-OWN COUNTRY,2002,,2,2,,10,10,,,97,1.0,40.0,1,1,9.0,99,9,9999,99.0,9.0,9,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0.0,0,9.0,1,2,9.0,1.0,,1,9.0,1,H,29,,,9.0,9.0,04,9,9,9.0,9.0
1136,0.1683059109,_A,2004,25,26,ES,3.0,1,9,6,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,3,9.0,1,M,999,3.0,9.0,9.0,,05,9,9,9.0,
1164,0.0956540781,_A,2004,18,23,ES,3.0,1,9,4,2,4,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,6.0,1.0,1,1,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
1240,0.1537050967,_A,2004,19,20,ES,0.0,1,9,3,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,1.0,0,0,0,0,0,1,0,0,0,1,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,3.0,9.0,9.0,,04,9,9,9.0,
1242,0.0952559438,_A,2004,15,18,ES,0.0,1,9,4,2,4,2004,1,2,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,1,0,0,0,0,0,1,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,M,999,,9.0,9.0,9.0,6+,9,9,9.0,9.0
1246,0.2000103053,_A,2004,14,15,ES,0.0,1,9,5,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,H,999,,9.0,9.0,9.0,04,9,9,9.0,9.0
1251,0.1510070878,_A,2004,21,24,ES,3.0,1,9,4,2,5,2004,1,2,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,6.0,1.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,04,9,9,9.0,
1278,0.472744164,_A,2004,14,15,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,2.0,5.0,4,6.0,3.0,0,0,0,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,5.0,9.0,9.0,,04,9,9,9.0,
1283,0.4175030701,_A,2004,25,26,ES,0.0,1,9,3,2,6,2004,1,1,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,1.0,5.0,4,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,01,9,9,9.0,
1311,0.296837907,_A,2004,16,17,ES,3.0,1,9,3,2,4,2004,1,2,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2002,7.0,5.0,4,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,L,999,6.0,9.0,9.0,,04,9,9,9.0,
1317,0.2081220003,_A,2004,19,20,ES,0.0,1,9,2,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,8.0,5.0,4,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,2.0,0,H,999,4.0,9.0,9.0,,02,9,9,9.0,
1331,0.3175967319,_A,2004,18,19,ES,0.0,1,9,3,2,4,2004,1,2,32.0,NO ANSWER,,005-EU28,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,2.0,5.0,4,3.0,1.0,1,0,1,0,1,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,H,999,2.0,9.0,9.0,,05,9,9,9.0,
1335,0.1814392516,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,12.0,5.0,4,3.0,3.0,0,0,1,1,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,3.0,9.0,9.0,,05,9,9,9.0,
1338,0.1473200666,_A,2004,19,20,ES,0.0,1,9,6,2,5,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,0,9999,99.0,9.0,4,2.0,3.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,3.0,0,H,999,,9.0,9.0,9.0,03,9,9,9.0,9.0
1357,0.1792689848,_A,2004,24,27,ES,3.0,1,9,4,2,6,2004,1,1,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,4.0,5.0,4,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,2.0,9.0,9.0,,02,9,9,9.0,
1358,0.147271888,_A,2004,17,18,ES,0.0,1,9,1,2,4,2004,1,2,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2003,10.0,5.0,4,3.0,2.0,1,1,0,0,0,1,0,0,0,0,0.0,0,9.0,1,2,9.0,1.0,,2,2.0,1,L,999,4.0,9.0,9.0,,04,9,9,9.0,
1375,0.2702454241,_A,2004,22,23,ES,3.0,1,9,3,2,5,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,2004,5.0,5.0,4,6.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,2,1.0,0,L,999,1.0,9.0,9.0,,04,9,9,9.0,
1394,0.2857531634,_A,2004,24,25,ES,3.0,1,9,3,2,6,2004,1,1,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999,99.0,9,9,9.0,99,99,99.0,99.0,99,9.0,99.0,9,9,9.0,99,1,1995,99.0,9.0,4,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,9.0,1,2,9.0,2.0,999.0,3,9.0,0,M,999,8.0,9.0,9.0,9.0,03,9,9,9.0,9.0
