,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,COUNTRYW,YSTARTWK,MSTARTWK,FTPT,TEMP,TEMPDUR,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,HWWISH,LOOKOJ,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,STAPROPR,SEEKWORK,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,STARTIME,LEAVCLAS,NACE1D,NACE2J1D,NACEPR1D,HATVOC,EDUCVOC,nace2j1d_g,nacepr1d_g
818,0.0330624408,_A,2013,9,11.0,DK,3.0,1,9,3,2,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,12,5,4,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,900.0,1.0,0.0,M,999.0,2.0,9,9,E,9,9,9,B
826,0.0513941151,_A,2013,30,32.0,DK,0.0,1,9,1,2,7,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2010.0,99.0,1.0,1.0,9.0,32.0,56.0,0,0,1.0,0.0,40.0,1.0,2.0,5,0.0,9.0,9999.0,99,9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,36.0,,H,Q,9,9,9,H,9
828,0.099951026,_A,2013,41,43.0,DK,0.0,1,9,1,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2005.0,99.0,2.0,1.0,9.0,7.0,7.0,0,0,97.0,1.0,37.0,1.0,2.0,5,15.0,9.0,9999.0,99,9,9,3,3,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,96.0,,H,R,9,9,9,H,9
847,0.0426328665,_A,2013,45,47.0,DK,3.0,1,9,1,2,11,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,2,5,4,3,2,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,300.0,2.0,0.0,L,999.0,4.0,9,9,C,9,9,9,B
885,0.0363653262,_A,2013,44,45.0,DK,0.0,1,9,4,2,10,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,8,5,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,900.0,1.0,1.0,L,999.0,2.0,9,9,I,9,9,9,H
891,0.1558669299,_A,2013,24,25.0,DK,3.0,1,9,4,2,6,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2009.0,99,5,4,2,3,0,0,0,0,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,200.0,2.0,999.0,800.0,3.0,1.0,L,999.0,8.0,9,9,C,9,9,9,B
905,0.0347981348,_A,2013,15,16.0,DK,0.0,1,9,1,2,4,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,3.0,2.0,1.0,9.0,20.0,20.0,0,0,97.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0,2,1.0,,2.0,999.0,1.0,200.0,999.0,9.0,1.0,H,13.0,,H,9,9,9,9,9,9
911,0.041906681,_A,2013,4,6.0,DK,3.0,1,9,3,2,1,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,,99,9,4,2,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,999.0,3.0,0.0,M,999.0,,9,9,9,9,9,9,9
914,0.0668348994,_A,2013,42,43.0,DK,0.0,1,9,2,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2004.0,99.0,1.0,1.0,9.0,40.0,40.0,0,0,97.0,0.0,40.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,300.0,999.0,9.0,0.0,M,108.0,,H,9,9,9,9,9,9
924,0.0231822036,_A,2013,6,7.0,DK,3.0,1,9,3,2,2,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,8,5.0,4,000-OWN COUNTRY,2012.0,4.0,2.0,1.0,9.0,3.0,0.0,0,0,99.0,1.0,8.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,1.0,3.0,2.0,999.0,1.0,500.0,999.0,9.0,1.0,L,10.0,,H,9,9,9,9,9,9
931,0.0262311428,_A,2013,46,48.0,DK,0.0,1,9,3,2,11,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,11.0,1.0,2.0,5.0,37.0,33.0,0,0,7.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,200.0,999.0,9.0,0.0,H,0.0,,B,9,9,9,9,9,9
939,0.0149375168,_A,2013,36,38.0,DK,0.0,1,9,3,2,9,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2010.0,99,5,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,900.0,1.0,1.0,L,999.0,7.0,9,9,H,9,9,9,H
960,0.0385291302,_A,2013,15,16.0,DK,3.0,1,9,1,2,4,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2005.0,99.0,1.0,1.0,9.0,37.0,38.0,0,0,1.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,300.0,999.0,9.0,0.0,M,96.0,,H,9,9,9,9,9,9
992,0.0717965793,_A,2013,22,24.0,DK,0.0,1,9,2,2,5,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,3,2,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,999.0,2.0,0.0,,999.0,,9,9,9,9,9,9,9
1023,0.0321333552,_A,2013,31,33.0,DK,0.0,1,9,1,2,8,2013,1,2.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,9,5,4,3,2,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,12.0,2.0,999.0,200.0,2.0,1.0,H,999.0,4.0,9,9,C,9,9,9,B
1024,,_A,2013,9,10.0,DK,3.0,1,9,4,2,2,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,9.0,1,1.0,,,999.0,2.0,999.0,999.0,1.0,1.0,,999.0,,9,9,9,9,9,9,9
1026,0.0499504982,_A,2013,49,51.0,DK,3.0,1,9,1,2,12,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,1997.0,99.0,1.0,1.0,9.0,37.0,40.0,0,0,1.0,0.0,37.0,1.0,2.0,0,0.0,9.0,9999.0,99,9,9,2,3,0,0,0,0,1,1,1,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,44.0,1.0,200.0,999.0,9.0,1.0,H,192.0,,H,A,9,9,9,A,9
1032,0.024706719,_A,2013,37,38.0,DK,0.0,1,9,3,2,9,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,999.0,1.0,0.0,L,999.0,,9,9,9,9,9,9,9
1045,0.017221336,_A,2013,3,4.0,DK,0.0,1,9,3,2,1,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,6,5,4,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9.0,1,1.0,2.0,2.0,999.0,2.0,999.0,900.0,1.0,1.0,L,999.0,6.0,9,9,H,9,9,9,H
1062,0.0233088201,_A,2013,50,51.0,DK,3.0,1,9,3,2,12,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,9.0,2.0,1.0,9.0,8.0,8.0,0,0,97.0,1.0,12.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,2,1.0,3.0,1.0,16.0,1.0,500.0,999.0,9.0,1.0,L,15.0,,G,9,9,9,9,9,9
1082,,_A,2013,47,49.0,DK,0.0,1,9,4,2,11,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,2,1,0,0,1,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,1.0,,,999.0,,9,9,9,9,9,9,9
1096,0.0505427178,_A,2013,15,17.0,DK,0.0,1,9,1,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,10,5,4,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,800.0,2.0,0.0,L,999.0,4.0,9,9,Q,9,9,9,H
1112,0.0888113398,_A,2013,52,1.0,DK,3.0,1,9,4,2,12,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,11.0,2.0,1.0,9.0,26.0,35.0,9,0,16.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,1,0,1,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,1.0,500.0,999.0,9.0,0.0,M,1.0,,H,9,9,9,9,9,9
1115,,_A,2013,29,31.0,DK,0.0,1,9,4,2,7,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,1.0,,,999.0,,9,9,9,9,9,9,9
1147,,_A,2013,42,44.0,DK,3.0,1,9,4,2,10,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,1.0,,,999.0,2.0,999.0,999.0,1.0,1.0,,999.0,,9,9,9,9,9,9,9
1198,0.0682836801,_A,2013,52,2.0,DK,0.0,1,9,2,2,12,2013,1,1.0,47.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,4,0,4,3,2,1,0,1,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,300.0,2.0,0.0,H,999.0,4.0,9,9,I,9,9,9,H
1201,0.0651012812,_A,2013,51,1.0,DK,3.0,1,9,1,2,12,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,1,5,4,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,1.0,3.0,2.0,999.0,2.0,999.0,500.0,1.0,1.0,M,999.0,4.0,9,9,G,9,9,9,G
1235,,_A,2013,48,50.0,DK,3.0,1,9,4,2,11,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2005.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,9,2.0,9.0,,999.0,1.0,400.0,999.0,9.0,,,96.0,,H,9,9,9,9,9,9
1243,0.0217305393,_A,2013,44,45.0,DK,0.0,1,9,1,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,7,5,4,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,12.0,2.0,999.0,900.0,1.0,1.0,H,999.0,3.0,9,9,P,9,9,9,H
1244,0.0621494064,_A,2013,2,3.0,DK,0.0,1,9,2,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,4.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,0.0,32.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,1,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,9,2.0,9.0,2.0,999.0,1.0,100.0,999.0,9.0,0.0,H,9.0,,H,9,9,9,9,9,9
1265,0.0473467799,_A,2013,32,33.0,DK,3.0,1,9,2,2,8,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,3,5,4,3,1,1,0,0,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,200.0,1.0,0.0,H,999.0,3.0,9,9,G,9,9,9,G
1281,0.0173546578,_A,2013,4,6.0,DK,0.0,1,9,3,2,1,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,2.0,1.0,48.0,2.0,999.0,999.0,3.0,1.0,L,999.0,,9,9,9,9,9,9,9
1284,0.0330468894,_A,2013,51,1.0,DK,0.0,1,9,4,2,12,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,6,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,16.0,2.0,999.0,500.0,1.0,1.0,M,999.0,4.0,9,9,G,9,9,9,G
1313,0.0783576693,_A,2013,16,18.0,DK,0.0,1,9,2,2,4,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2013.0,4.0,1.0,1.0,9.0,32.0,32.0,0,0,97.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,6.0,1.0,200.0,999.0,9.0,1.0,H,0.0,,H,9,9,9,9,9,9
1352,0.0261534226,_A,2013,25,27.0,DK,3.0,1,9,2,2,6,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,0.0,9999.0,99,9,4,5,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9.0,1,1.0,2.0,1.0,12.0,2.0,999.0,999.0,1.0,1.0,L,999.0,,9,9,9,9,9,9,9
1420,0.0275126934,_A,2013,41,43.0,DK,0.0,1,9,3,2,10,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,11,5,4,2,3,1,0,0,0,1,1,0,0,0,1,1,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,2.0,0.0,H,999.0,4.0,9,9,H,9,9,9,H
1435,0.0389062395,_A,2013,4,6.0,DK,0.0,1,9,2,2,1,2013,1,1.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2011.0,,2.0,1.0,9.0,5.0,5.0,0,0,97.0,1.0,20.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,1.0,2.0,1.0,12.0,1.0,900.0,999.0,9.0,1.0,L,25.0,,H,9,9,9,9,9,9
1440,0.0577096015,_A,2013,2,4.0,DK,3.0,1,9,1,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2011.0,3,5,4,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,3.0,0.0,M,999.0,6.0,9,9,G,9,9,9,G
1461,0.049816852,_A,2013,9,10.0,DK,0.0,1,9,2,2,2,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,2.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,7,5,4,2,2,0,0,0,0,1,1,1,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,148.0,2.0,999.0,900.0,2.0,1.0,,999.0,4.0,9,9,N,9,9,9,H
1479,0.046734522,_A,2013,52,2.0,DK,3.0,1,9,1,2,12,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,4.0,2.0,1.0,9.0,6.0,6.0,0,0,97.0,1.0,20.0,1.0,2.0,5,0.0,9.0,9999.0,99,9,9,5,3,0,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,900.0,999.0,9.0,0.0,M,20.0,,H,P,9,9,9,H,9
1490,0.008854282,_A,2013,45,46.0,DK,3.0,1,9,1,2,11,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,8,5,4,3,3,1,0,1,1,1,1,0,0,0,0,0,0,1,9.0,1,2.0,9.0,1.0,8.0,2.0,999.0,400.0,3.0,1.0,M,999.0,5.0,9,9,G,9,9,9,G
1493,,_A,2013,6,8.0,DK,3.0,1,9,4,2,2,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,1.0,,,999.0,,9,9,9,9,9,9,9
1500,0.0456441695,_A,2013,40,42.0,DK,0.0,1,9,3,2,10,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2013.0,9,5,4,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,1.0,0.0,M,999.0,2.0,9,9,Q,9,9,9,H
1502,0.0841102788,_A,2013,37,39.0,DK,0.0,1,9,1,2,9,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,5,5,4,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,2.0,2.0,999.0,200.0,3.0,1.0,,999.0,5.0,9,9,M,9,9,9,H
1522,0.0825511174,_A,2013,27,29.0,DK,3.0,1,9,1,2,7,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,9.0,1.0,2.0,4.0,60.0,59.0,0,0,7.0,0.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,2.0,9.0,1.0,,1.0,500.0,999.0,9.0,1.0,L,10.0,,H,9,9,9,9,9,9
1528,0.0343443859,_A,2013,15,17.0,DK,0.0,1,9,1,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,12.0,2.0,1.0,9.0,25.0,25.0,0,0,97.0,0.0,25.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,0,1,0,1,1,0,0,1,0,0,0,9.0,9,1.0,5.0,2.0,999.0,1.0,500.0,999.0,9.0,1.0,H,4.0,,H,9,9,9,9,9,9
1535,0.030250972,_A,2013,14,16.0,DK,3.0,1,9,1,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2012.0,5.0,2.0,1.0,9.0,20.0,15.0,0,0,7.0,1.0,37.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,2.0,9.0,2.0,999.0,1.0,900.0,999.0,9.0,0.0,M,11.0,,H,9,9,9,9,9,9
1540,,_A,2013,1,3.0,DK,3.0,1,9,4,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,,9999.0,99,9,4,3,3,0,0,1,1,0,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,,999.0,2.0,999.0,999.0,3.0,,,999.0,,9,9,9,9,9,9,9
1563,0.0581809948,_A,2013,14,15.0,DK,0.0,1,9,4,2,4,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,NO ANSWER,9999.0,99.0,9.0,9.0,9.0,99.0,99.0,99,99,99.0,9.0,99.0,9.0,9.0,9,99.0,1.0,2012.0,7,5,4,3,2,0,1,1,1,1,1,1,0,0,1,0,0,0,9.0,1,2.0,9.0,2.0,999.0,2.0,999.0,500.0,2.0,0.0,M,999.0,4.0,9,9,G,9,9,9,G
1565,0.0644361842,_A,2013,27,29.0,DK,0.0,1,9,2,2,7,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,5.0,9,000-OWN COUNTRY,2005.0,99.0,1.0,1.0,9.0,37.0,37.0,0,0,97.0,1.0,60.0,1.0,1.0,9,99.0,9.0,9999.0,99,9,9,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,2.0,9.0,1.0,111.0,1.0,700.0,999.0,9.0,1.0,M,96.0,,F,9,9,9,9,9,9
